current_i: 0, current_j: -9
.................................................................................#.....................................#............#.......#......................................................#....................#......................................................
.................................................................................#.....................................#............#.......#......................................................#....................#......................................................
.................................................................................#.....................................#............#.......#......................................................#...............######......................................................
..........................................................................########.....................................#............#.......#......................................................#...............#...........................................................
..........................................................................#............................................##############.......#......................................................#...............#...........................................................
..........................................................................#.................................................................#......................................................#...............#...........................................................
..........................................................................#.....................#######.....................................#......................................................#...............#...........................................................
..........................................................................#.....................#.....#.....................................#......................................................#...............#...........................................................
..........................................................................#.....................#.....#.........................####........#......................................................#...............#...........................................................
..........................................................................#####.................#.....#.............#######.....#..#.....####.............................................##########...............#...........................................................
..............................................................................#..........########.....#.............#.....#.....#..#.....#................................................#........................#...........................................................
..............................................................................#..........#............#.............#.....#.....#..#.....#................................................#........................#...........................................................
..............................................................................#..........#............#########.....#.....#.....#..#.....#................................................#........................#...........................................................
..............................................................................#..........#....................#.....#.....#.....#..#.....#................................................#........................#...........................................................
..............................................................................#..........#....................#.....#.....#######..#######................................................#........................#########...................................................
..............................................................................#..........#....................#.....#.....................................................................#................................#...................................................
..............................................................................############....................#######.....................................................................#................................#...................................................
..........................................................................................................................................................................................#................................#...................................................
..........................................................................................................................................................................................#................................#...................................................
..........................................................................................................................................................................................#................................#...................................................
..........................................................................................................................................................................................#................................#...................................................
..........................................................................................................................................................................................##########.......................#...................................................
...................................................................................................................................................................................................#.......................#...................................................
...................................................................................................................................................................................................#.......................#...................................................
...................................................................................................................................................................................................#######.................#...................................................
.........................................................................................................................................................................................................#.................#...................................................
.........................................................................................................................................................................................................########.....######...................................................
................................................................................................................................................................................................................#.....#........................................................
................................................................................................................................................................................................................#.....#........................................................
................................................................................................................................................................................................................#.....#........................................................
................................................................................................................................................................................................................#.....#........................................................
................................................................................................................................................................................................................#.....#........................................................
................................................................................................................................................................................................................#.....#........................................................
................................................................................................................................................................................................................#.....#........................................................
................................................................................................................................................................................................................#.....#........................................................
................................................................................................................................................................................................................#.....#........................................................
................................................................................................................................................................................................................#.....#........................................................
................................................................................................................................................................................................................#.....#........................................................
................................................................................................................................................................................................................#.....#........................................................
................................................................................................................................................................................................................#######........................................................

....................................................................................................................................................................................................................................#####......................................
....................................................................................................................................................................................................................................#####......................................
....................................................................................................................................................................................................................................#####......................................
....................................................................................................................................................................................................................................#####......................................
.............................................................................................................................................................................................................................####################..............................
.............................................................................................................................................................................................................................####################..............................
.............................................................................................................................................................................................................................####################..............................
.............................................................................................................................................................................................................................####################..............................
.............................................................................................................................................................................................................................####################..............................
.............................................................................................................................................................................................................................#######################...........................
.............................................................................................................................................................................................................................#######################...........................
...........................................................................................................................................................................####......................................###############################...........................
...........................................................................................................................................................................####......................................###############################...........................
...........................................................................................................................................................................####......................................###############################...........................
...........................................................................................................................................................................####......................................###############################...........................
...........................................................................................................................................................................####......................................###############################...........................
...........................................................................................................................................................................#########.................................###############################...........................
...........................................................................................................................................................................#########.................................####################################......................
...........................................................................................................................................................................#########.................................####################################......................
...................................................................................................................................................................#################..............................#######################################......................
...................................................................................................................................................................#################..............................#######################################......................
...................................................................................................................................................................#################..............................#######################################......................
...................................................................................................................................................................#################..............................################################################.............
...................................................................................................................................................................#####################..........................################################################.............
.............................................................................................................................................................###########################........................##################################################.............
.............................................................................................................................................................###########################........................##################################################.............
.............................................................................................................................................................###########################........................##############################################.................
.............................................................................................................................................................###########################................######################################################.................
.............................................................................................................................................................###########################................######################################################.................
.............................................................................................................................................................###########################................######################################################.................
.............................................................................................................................................................#############################..............######################################################.................
.............................................................................................................................................................#############################..............######################################################.................
..................................................................................................................................................................######.....#############..............######################################################.................
..................................................................................................................................................................######.....#############..............######################################################.................
..................................................................................................................................................................######.....#############.....................###############################################.................
..................................................................................................................................................................######.....#####################.............###############################################.................
..................................................................................................................................................................######........##################.............##############################......#######.....................
................................................................................................................................................................................##################......#####################################......#######.....................
................................................................................................................................................................................##################......#####################################......#######.....................
................................................................................................................................................................................##################......#####################################......#######.....................
............................................................................................................................................................................######################......#####################################......#######.....................
............................................................................................................................................................................#################################################################..................................
............................................................................................................................................................................#################################################################..................................
.........................................................................................................................................................................##############################################################........................................
.........................................................................................................................................................................##############################################################........................................
.........................................................................................................................................................................##############################################################........................................
.........................................................................................................................................................................##########################################################################............................
.........................................................................................................................................................................##########################################################################............................
.............................................................................................................................................................######################################################################################............................
.............................................................................................................................................................######################################################################################............................
.............................................................................................................................................................######################################################################################............................
.............................................................................................................................................................######################################################################################............................
...................................................................................................................................................................################################################################################............................
...................................................................................................................................................................################################################################################............................
...................................................................................................................................................................################################################################################............................
...................................................................................................................................................................################################################################################............................
........................................................................................................................................................................##############.....#########.......###########.......##########........................................
........................................................................................................................................................................##############.....#########.......###########.......##########........................................
........................................................................................................................................................................##############.....#########.......###########.......##########........................................
........................................................................................................................................................................##############.....#########.......#########.........##########........................................
........................................................................................................................................................................##############.....#########.......#########.........##########........................................
........................................................................................................................................................................#######............#########............####.........##########........................................
........................................................................................................................................................................#######............#########............####.......#################...................................
........................................................................................................................................................................#######............#########............####.......#################...................................
........................................................................................................................................................................#######............#########.......#########.......#################...................................
........................................................................................................................................................................#######............#########.......#########.......#################...................................
........................................................................................................................................................................#######............................#########.......#################...................................
........................................................................................................................................................................#######............................#########.......#######################.............................
...........................................................................................................................................................................................................#########.......#######################.............................
...........................................................................................................................................................................................................#########...###########################.............................
...........................................................................................................................................................................................................#########...###########################.............................
...........................................................................................................................................................................................................#########...###########################.............................
.......................................................................................................................................................................................................................###########################.............................
.......................................................................................................................................................................................................................###########################.............................
.......................................................................................................................................................................................................................################################........................
.......................................................................................................................................................................................................................################################........................
.......................................................................................................................................................................................................................################################........................
.......................................................................................................................................................................................................................################################........................
.......................................................................................................................................................................................................................################################........................
................................................................................................................................................................................................................#######################################........................
................................................................................................................................................................................................................#######################################........................
................................................................................................................................................................................................................#######################################........................
................................................................................................................................................................................................................#######################################........................
................................................................................................................................................................................................................#######################################........................
................................................................................................................................................................................................................#######################################........................
................................................................................................................................................................................................................##################################################.............
................................................................................................................................................................................................................##################################################.............
................................................................................................................................................................................................................##################################################.............
......................................................................................................................................................................................................############################################################.............
......................................................................................................................................................................................................##############################################...########................
......................................................................................................................................................................................................##############################################...########................
......................................................................................................................................................................................................##############################################...########................
..............................................................................................................................................................................##########.......#####################################################...########................
..............................................................................................................................................................................##########.......#####################################################...########................
..............................................................................................................................................................................##########.......#####################################################...########................
..............................................................................................................................................................................##########.......#####################################################...########................
..............................................................................................................................................................................##########.......#####################################################...########................
..............................................................................................................................................................................##########.......#################################################.......########................
..........................................................................................................................................................................######################################################################.......########................
..........................................................................................................................................................................######################################################################...............................
..........................................................................................................................................................................######################################################################...............................
..........................................................................................................................................................................######################################################################...............................
..........................................................................................................................................................................######################################################################...............................
..........................................................................................................................................................................######################################################################...............................
............................................................................................................#######.............######................................################################################################.........................................
............................................................................................................#######.............######................................################################################################.........................................
............................................................................................................#######.............######................................################################################################.........................................
............................................................................................................#######.............######................................################################################################.........................................
.................................................................................................##################.............######................................################################################################.........................................
.................................................................................................##########################.....######................................##################################################################.......................................
.................................................................................................##########################.....######................................##################################################################.......................................
.................................................................................................##########################.....######................................##################################################################.......................................
.........................................................................................##################################.....######................................##################################################################.......................................
.........................................................................................##################################.....#############..............................##########################..#################################.......................................
.........................................................................................##################################.....#############..............................##########################..#############################################...........................
.........................................................................................##################################.....#############..............................###############.............#############################################...........................
.........................................................................................##################################.....#############..............................###############.............#############################################...........................
.........................................................................................####################################################..............................###############.............#############################################...........................
.........................................................................................##########################################################........................###############...#######################################################...........................
.........................................................................................##########################################################........................###############...#######################################################...........................
.........................................................................................##########################################################........................###############...#######################################################...........................
.........................................................................................##########################################################........................###############...#######################################################...........................
.........................................................................................##########################################################.................................######...#######################################################...........................
.........................................................................................##########################################################.................................######...#######################################################...........................
.................................................................................########################################################################...........................######...##################################################################................
.................................................................................########################################################################...........................######...............######################################################................
